ts_code,t0,final_stage,terminate_date,apply_date,list_date,raise_plan_yi,raise_act_yi,price_ratio,purpose,base_date,gap_cal_days,d0,d1,ex1,d5,ex5,d20,ex20,d60,ex60,suspended
000551.SZ,20250408,监管审批,,,,3.0,,80.0,1、合理合法使用。,20250408,0,-0.06216216216216208,0.009606147934678066,-0.0034655942325290123,0.047070124879923014,0.007940902875101186,0.1882804995196925,0.11843084562706463,0.23222594402025343,0.116004999992531,
300475.SZ,20250408,监管审批,,,,3.0,,80.0,1、合理合法使用。,20250408,0,-0.027235921972764143,-0.0003783579265985715,-0.013320827023754922,0.09345440786984471,0.052591795843169864,0.15891032917139625,0.0907871163290297,0.3400184036588745,0.21363070289383002,
002981.SZ,20250408,监管审批,,,,3.0,,80.0,1、合理合法使用。,20250408,0,-0.09944190766108574,0.02647887323943654,0.013188673691306052,0.1504225352112678,0.10743101276209654,0.39267605633802805,0.31081159709706485,0.5501547823526522,0.40394746293335526,
603312.SH,20250408,董事会预案,,,,1.2,,80.0,1、用于补充流动资金。,20250408,0,0.021028701335606748,0.002504870581686802,-0.010474928735522693,0.07403284163651547,0.033896017461836125,0.08906206512663517,0.025044681733207286,0.03619003389614717,-0.061541217840546225,
002333.SZ,20250407,监管审批,,,,3.0,,80.0,1、用于公司主营业务相关项目建设;2、补充流动资金或偿还贷款。,20250407,0,-0.0994575045207956,-0.014056224899598457,-0.02940633528370107,0.034136546184738936,-0.01854994005442745,0.06224899598393563,-0.018693591609586502,0.10645523269548773,-0.013275352124796247,
603507.SH,20250404,监管审批,,,,3.0,,80.0,1.用于公司主营业务相关项目及补充流动资金。,20250403,1,0.10003775009437543,-0.09986273164035686,-0.02851876149054755,-0.22580645161290336,-0.20099456900301127,-0.002059025394646641,-0.00225528986538448,-0.12207164153417538,-0.1522924965931426,
688350.SH,20250403,监管审批,,,,3.0,,80.0,1、用于公司主营业务相关项目及补充流动资金。,20250403,0,-0.017595307917888547,-0.12014925373134344,-0.05041317281951696,-0.03656716417910455,-0.0056904118802708625,0.12611940298507474,0.1258979297374192,0.19104477611940296,0.15004554058867625,
688585.SH,20250403,监管审批,,,,3.0,,80.0,1、用于公司主营业务相关项目及补充流动资金。,20250403,0,-0.024390243902439046,-0.18289473684210522,-0.1181317995067549,-0.06710526315789467,-0.037207216673091015,0.08289473684210558,0.08268176456438625,0.4810729340260762,0.410315074653417,
301078.SZ,20250403,监管审批,,,,3.0,,80.0,1.用于公司主营业务相关项目建设;2.补充流动资金。,20250403,0,-0.012789768185451744,-0.18056680161943317,-0.11561935449110472,0.10688259109311748,0.14235671893925095,0.03967611336032384,0.03947164086413424,0.10501673629973829,0.06697883684766426,
300876.SZ,20250403,监管审批,,,,3.0,,80.0,1、合理合法使用。,20250403,0,0.0010779734099892746,-0.14752333094041636,-0.07995689172206366,-0.05958363244795406,-0.029444527614629123,-0.1568557071069634,-0.1570215278043906,-0.07860732232591516,-0.11032434603960606,
002655.SZ,20250403,监管审批,,,,3.0,,80.0,1.用于公司主营业务相关项目建设及补充流动资金。,20250403,0,-0.10020174848688612,-0.10014947683109132,-0.028828233815295312,-0.08893871449925272,-0.05974040134699776,-0.015695067264574036,-0.01588864994289263,-0.006636771300448485,-0.040831231322103534,
300119.SZ,20250403,监管审批,,,,3.0,,80.0,1、合理合法使用。,20250403,0,0.05859374999999978,-0.09435951502372164,-0.02257936548680539,-0.027411702688455386,0.003758470081549392,0.055877701634159394,0.05567004278103216,0.05464371413702285,0.018339801048393944,
002059.SZ,20250403,董事会预案,,,,1.91,,80.0,1、滁州华侨城文旅装备产业园工程建设及基础设备投资项目;2、偿还有息负债及补充流动资金。,20250403,0,0.01610017889087656,-0.09859154929577463,-0.02714682651807765,0.008802816901408494,0.04113361728282827,-0.09859154929577463,-0.09876882877121262,-0.07746478873239437,-0.10922114178520137,
688352.SH,20250401,监管审批,,,,3.0,,80.0,1.用于公司主营业务相关项目及补充流动资金。,20250401,0,-0.013698630136986245,0.0016339869281045694,0.0011282556256251297,-0.125,-0.08062269026464364,-0.09558823529411764,-0.07644553272831789,-0.07497172535713903,-0.10421532142382761,
000819.SZ,20250401,监管审批,,,,3.0,,80.0,1.合理合法使用。,20250401,0,-0.037679425837320535,-0.01802361715351153,-0.018519423208000596,-0.15786202610316968,-0.11515137729456959,-0.11870727159726535,-0.10005390458948216,-0.0403977625854568,-0.07073437064911392,
300857.SZ,20250401,监管审批,,,,3.0,,80.0,1、合理合法使用。,20250401,0,-0.03274753536219466,0.03412213063901448,0.033599995868353494,-0.18860232207746164,-0.14745072656692748,-0.07294159354781538,-0.05331955408705091,0.06642991592023817,0.03271608624660516,
300846.SZ,20250401,监管审批,,,,3.0,,80.0,1.合理合法使用。,20250401,0,-0.04183006535947709,-0.010459299681673362,-0.010958925007650167,-0.1496134606639381,-0.10648446997720185,-0.10823101409731695,-0.08935590751343536,-0.129149613460664,-0.15668044428668204,
002080.SZ,20250930,监管审批,,,,44.81,,80.0,"1、年产3,500万米低介电纤维布项目;2、年产2,400万米超低损耗低介电纤维布项目;3、偿还国拨资金专项应付款;4、",20250930,0,-0.007295010213014375,-0.003527336860670305,-0.01649499723099157,-0.10052910052910058,-0.10729594608282611,-0.08583186360964135,-0.10574720664953063,0.06819517930629049,0.04503179682129588,
002793.SZ,20250930,监管审批,,,,8.42,,80.0,1、创新药研发项目;2、原料药改扩建及冻干车间技改项目;3、补充流动资金。,20250930,0,-0.007952286282306043,-0.018036072144288595,-0.030814922165344427,0.008016032064128042,0.00043258627542086536,0.09018036072144286,0.06643055475593851,-0.03807615230460937,-0.058935083740787486,
301382.SZ,20250930,监管审批,,,,9.84,,80.0,1、云终端算力中心项目;2、物联网终端智能化升级项目;3、瘦终端SoC芯片技术研发项目。,20250930,0,0.06007860752386307,-0.030455508474576343,-0.04307273737116035,-0.09984110169491522,-0.1066131231602292,-0.029925847457627053,-0.05105911469038671,-0.061440677966101864,-0.08179295906818185,
605588.SH,20250927,监管审批,,,,4.83,,80.0,1、光掩膜版制造项目;2、补充流动资金。,20250926,1,-0.04036827195467407,0.09999999999999987,0.09019599761472508,0.21107011070110704,0.1919532420358503,-0.005535055350553653,-0.04265122487550144,-0.0629151291512915,-0.09533234009395797,
600095.SH,20250329,监管审批,,,,80.0,,80.0,募集配套资金1、拟用于金融大模型与证券数字化建设项目、大数据工程及服务网络建设项目、财富管理一体化项目、国际化金融科技项,20250314,15,0.02529761904761907,0.100145137880987,0.12778785985712227,0.3134978229317855,0.45050094907437876,0.1611030478955009,0.20740957526628745,0.49927431059506544,0.4972317283716523,True
300199.SZ,20250926,监管审批,,,,9.68,,80.0,1、多肽药物产线及绿色智能化扩建项目;2、多肽片段扩产建设项目;3、研发实验室升级项目;4、司美格鲁肽研发项目;5、补充,20250926,0,-0.09342560553633228,0.0023854961832061594,-0.006548494540016603,-0.0014312977099236734,-0.01719380936489634,0.05438931297709937,0.015036601052651921,-0.11307251908396942,-0.14375460150160846,
002579.SZ,20250923,监管审批,,,,7.0,,80.0,1、泰国PCB智能化生产基地项目;2、惠州中京产线技改与升级项目;3、补充流动资金项目。,20250923,0,0.014240506329113778,-0.017940717628705083,-0.0260470267049836,-0.057722308892355745,-0.07251245143342644,-0.05304212168486744,-0.09890031850776382,-0.0546021840873635,-0.08317663562501743,
301310.SZ,20250411,监管审批,,,,2.85,,80.0,1、超融合导体线缆研发及产业化项目;2、大功率充电连接及冷却系统研发及产业化项目;3、新一代核电站用特种电缆及电气贯穿件,20250411,0,-0.007194244604316391,0.03695652173913033,0.029144501822566893,0.06992753623188408,0.057355228823237514,0.4061594202898551,0.3377005130762927,0.47310377421479743,0.3591671247357826,
688228.SH,20250825,董事会预案,,,,,,80.0,募集配套资金拟用于1、支付本次交易的中介机构费用、交易税费等费用;2、补充上市公司和标的公司流动资金、偿还债务或标的公司,20250825,0,0.19999999999999973,0.1999746707193517,0.20468342376109327,0.836499493414387,0.8403052894885088,1.7102330293819659,1.749156890530584,1.0505319148936172,1.0577055022281812,
600531.SH,20250814,董事会预案,,,,4.0,,80.0,1、用于补充流动资金和偿还银行贷款。,20250814,0,-0.038461538461538436,0.01764705882352935,0.009298393891450152,0.014117647058823346,-0.014026351155034922,0.2329411764705882,0.16648958472990105,0.4423529411764706,0.3252260962412896,
300719.SZ,20240201,监管审批,,,,4.88,,80.0,1、航空机载设备及航空维修产业基地项目;2、地面保障装备及复材研制产业化项目。,20240201,0,-0.014299332697807476,-0.09864603481624756,-0.08524589257322679,-0.14893617021276584,-0.1771959181790126,0.03675048355899424,-0.05694411058164295,0.9980657640232111,0.7549654462071136,
603030.SH,20250426,监管审批,,,,1.8,,80.0,1、基于人工智能技术的建筑行业设计与产品生态平台项目;2、营销展示中心及品牌推广建设项目。,20250425,1,0.009009009009008917,-0.02678571428571419,-0.024819021674573172,0.4241071428571428,0.40382549306027005,0.12053571428571397,0.10548134550715993,0.1517857142857142,0.05254866521207835,
601555.SH,20250719,监管审批,,,,60.0,,80.0,1、向子公司增资;2、信息技术及合规风控投入;3、财富管理业务;4、购买科技创新债券等债券投资业务;4、做市业务;5、偿,20250718,1,-0.0066225165562914245,0.029999999999999805,0.02267716741363901,0.15222222222222226,0.1332499004565073,0.16111111111111098,0.11013846680501249,0.07746621331144721,-0.014391422063900094,
600491.SH,20230628,监管审批,,,,18.46,,80.0,1、补充流动资金和偿还银行贷款。,20230628,0,-0.04621072088724598,-0.023255813953488302,-0.021109014291737838,-0.07170542635658916,-0.0813747975650444,-0.04457364341085268,-0.05454938804979115,-0.11821705426356588,-0.09529491442522586,
