ts_code,t0,plan_amount_yi,exp_date,impl_first,impl_last,total_vol_wan,total_amt_yi,n_progress,stopped,outcome,base_date,gap_cal_days,d0,d1,ex1,d5,ex5,d20,ex20,d60,ex60,suspended
000026.SZ,20230318,0.17,,,,0.0,0.0,0,False,未实施,20230317,1,0.0,-0.043889845094664315,-0.039268557280577765,-0.016351118760757233,-0.020901715231870566,-0.011187607573149627,-0.050634703454864316,0.049855666128223675,0.049071705501352536,
000026.SZ,20230318,0.01,,,,0.0,0.0,0,False,未实施,20230317,1,0.0,-0.043889845094664315,-0.039268557280577765,-0.016351118760757233,-0.020901715231870566,-0.011187607573149627,-0.050634703454864316,0.049855666128223675,0.049071705501352536,
000026.SZ,20230516,0.0,,20230706,20230731,236.12300000000002,0.18499475189999998,3,False,完成,20230516,0,-0.018961253091508645,0.009243697478991564,0.011319630261434899,-0.025210084033613356,-0.01177260228842203,0.02184873949579824,0.039960104315591716,-0.006587964614835462,0.0045311172079378625,
000026.SZ,20230823,0.0,,20231103,20231103,4.676,0.0036714056,1,False,完成,20230823,0,0.007130124777183555,-0.009734513274336387,-0.010968809478768105,0.026548672566371723,0.007329002755069425,0.02035398230088492,0.01045238286685235,0.07964601769911495,0.08548029399342538,
000026.SZ,20240314,0.0,,20240701,20240701,1.002,0.0007940991000000001,1,False,完成,20240314,0,0.018018018018018056,0.005899705014749346,0.0004984829045620032,0.06882989183874133,0.05532530352892384,0.04523107177974439,0.038686381300940154,-0.05672575420669246,-0.05498373622483155,
000026.SZ,20240821,0.01,,20241031,20241031,9.018,0.0071528054,1,False,完成,20240821,0,-0.008009153318077722,0.01038062283737018,0.013151358795816526,0.016147635524798032,0.02300733120053655,0.02768166089965396,0.07265564781412825,0.16493656286043823,0.018531949576653606,
000030.SZ,20210826,2.6,20220824,20210907,20211031,5922.4328000000005,3.5223964465,4,False,完成,20210826,0,-0.007610350076103556,-0.010736196319018343,-0.0164918714059763,-0.05061349693251527,-0.07578719676735224,-0.12269938650306755,-0.14257398803401278,0.25,0.22858627065878845,
000034.SZ,20210806,0.01,,,,0.0,0.0,0,False,未实施,20210806,0,0.010404624277456698,0.0011441647597252302,-0.009285753617103043,-0.0240274599542335,-0.04014551424350499,-0.06178489702517176,-0.09413677974952483,-0.10812356979405047,-0.12052746140155068,
000034.SZ,20211022,2.0,20220421,20211028,20220331,1418.6914000000002,2.11431369,5,False,完成,20211022,0,0.009389671361502483,-0.006644518272425404,-0.014145600744764453,-0.009966777408637939,-0.00012389934649414958,0.04252491694352134,0.04903421661659424,0.14883720930232536,0.16211645080605108,
000034.SZ,20220723,0.01,,20221101,20221101,14.2,0.01026376,1,False,完成,20220722,1,0.010538641686182793,0.01332560834298957,0.019431616004981,0.07068366164542295,0.0761916015670061,0.11297798377752022,0.11704155376589909,0.3904982618771726,0.5270557264303863,
000034.SZ,20240628,2.0,20250627,20240716,20240930,1116.29,2.616461384,4,False,完成,20240628,0,0.03015301530153014,-0.00742682394058547,-0.016484248400064794,-0.038881607688947106,-0.03318986619957931,0.00742682394058547,0.03408764405307663,0.1000436871996504,0.14010815017314693,
000034.SZ,20241031,4.0,20251029,20250115,20251014,1206.8586,4.3510873554,4,False,完成,20241031,0,0.0608695652173914,-0.017524024872809574,-0.015178884114881885,0.019502543810062223,-0.03655545286769124,-0.05765969474279253,-0.06219852518477276,-0.05087620124364056,-0.04293976283848733,
000035.SZ,20210205,1.6,20220204,20210208,20210331,4124.783,1.7294139112,3,False,完成,20210205,0,0.0053050397877982824,0.0554089709762533,0.04461904780599224,0.10026385224274414,0.04077755807556516,0.2163588390501321,0.23159563631504199,0.19261213720316617,0.2158405483011956,
000035.SZ,20211112,15.0,20221111,20211115,20220131,46248.035,26.693973559,7,False,完成,20211112,0,0.099609375,0.019538188277087087,0.02121109186602821,-0.014209591474245165,-0.020099680563959832,-0.060390763765541644,-0.093001720900731,0.02131438721136769,0.05414355076327326,
000036.SZ,20240111,3.0,20250110,20240117,20250108,97546.33740000002,30.355809221699996,14,False,完成,20240111,0,0.002785515320334442,-0.002777777777777879,-0.0011607215789196657,-0.03333333333333344,-0.01945171357998532,-0.19166666666666665,-0.18581493668965043,-0.22777777777777786,-0.258701380184166,
000036.SZ,20250410,0.6,20250709,20250522,20250709,1624.506,0.576541882,4,False,完成,20250410,0,0.032163742690058506,0.0056657223796034994,0.0011349845519679214,0.019830028328612137,0.002201457238103055,0.025495750708215414,-0.02045818576932279,0.062322946175637384,-0.019611800138691127,
000039.SZ,20231117,3.0,20240215,20240115,20240131,15253.130000000001,12.424635174999999,10,False,完成,20231117,0,0.021680216802167918,0.018567639257294433,0.013935563860983491,0.02652519893899208,0.031046475217080705,0.02917771883289122,0.06828351377002595,0.17771883289124668,0.23076148865307133,
000039.SZ,20250930,5.0,20251229,20251009,20251128,73986.0932,60.13181810369999,23,False,完成,20250930,0,0.029813664596272993,0.010856453558504509,-0.0022983911831432335,-0.0024125452352230514,-0.009917535376314124,-0.04463208685162834,-0.0654449755996217,0.21712907117008462,0.19073611719005656,
000045.SZ,20210116,0.0,,,,0.0,0.0,0,False,未实施,20210115,1,0.01017441860465107,0.02446043165467615,0.015958195379129236,0.020143884892086295,0.008725003777609652,0.037410071942445944,0.0009816247724514504,0.18561151079136695,0.21589636248374156,
000045.SZ,20210312,0.08,,20210513,20210513,125.04299999999999,0.07823298299999999,2,False,完成,20210312,0,-0.03790849673202612,0.1005434782608694,0.11120543632712843,0.13586956521739113,0.15202162591487567,0.07472826086956519,0.08736509240047186,0.21200570949156572,0.15904550349875302,
000048.SZ,20240621,2.0,20241220,20240626,20240930,4872.69,6.6352026911,7,False,完成,20240621,0,0.06555090655509055,-0.10013089005235598,-0.0894898906008581,-0.10405759162303663,-0.0947778604294065,-0.0791884816753925,-0.07430112105660458,-0.1498691099476439,-0.05742418024886298,
000048.SZ,20241130,0.03,,20241230,20241230,28.7,0.030027375,1,False,完成,20241129,1,0.04987684729064057,0.06686217008797657,0.05496088573460067,0.11085043988269794,0.08552051816325501,0.03049853372433997,0.008166047579475588,-0.16129032258064535,-0.16072369945809561,
