ts_code,t0,plan_amount_yi,exp_date,impl_first,impl_last,total_vol_wan,total_amt_yi,n_progress,stopped,outcome,base_date,gap_cal_days,d0,d1,ex1,d5,ex5,d20,ex20,d60,ex60
000528.SZ,20210330,0.01,,,,0.0,0.0,0,False,未实施,20210330,0,0.0125391849529779,0.019607843137255054,0.02398175332196062,0.024767801857585203,0.018009202229846588,-0.008255933952528438,-0.008368302617813628,-0.13483400224297015,-0.16304221528897922
000528.SZ,20220331,0.01,,,,0.0,0.0,0,False,未实施,20220331,0,-0.004601226993864893,-0.007704160246532976,-0.016927806773158305,0.04160246533127876,0.06958253803473191,-0.046224961479198745,0.011119272915748546,0.033898305084745894,-0.007435930020697312
000534.SZ,20260627,0.02,,,,0.0,0.0,0,False,未实施,20260626,1,-0.05058905058905061,0.009124087591240837,-0.002428085884271347,0.16824817518248159,0.16351629480480434,-0.08832116788321165,-0.03739337548539001,,
000561.SZ,20210730,0.0,,,,0.0,0.0,0,False,未实施,20210730,0,0.005141388174807249,0.028132992327365658,0.008270054674917704,0.04731457800511496,0.028880178050032512,-0.03196930946291576,-0.0662691895782852,-0.07289002557544766,-0.1015237034043045
000561.SZ,20210925,0.0,,,,0.0,0.0,0,False,未实施,20210924,1,-0.030864197530864113,-0.0573248407643312,-0.04936931785342569,-0.08662420382165603,-0.08130980846393943,-0.10700636942675168,-0.09045943356410913,0.006369426751592355,0.0049825044090485715
000561.SZ,20260429,0.0,,,,0.0,0.0,0,False,未实施,20260429,0,0.00650054171180936,0.023681377825619077,0.022525075920714066,0.06996770721205614,0.040209759187334715,-0.11948331539289558,-0.10868242877465295,-0.1797631862217437,-0.13131476616094662
000564.SZ,20220430,0.0,,,,0.0,0.0,0,False,未实施,20220429,1,-0.008928571428571397,0.054054054054053724,0.0469429931616443,-0.0630630630630632,-0.06662870120992437,-0.08108108108108114,-0.12009255406019725,-0.07207207207207211,-0.13088002621538786
000568.SZ,20240124,0.01,,,,0.0,0.0,0,False,未实施,20240124,0,-0.011980726657117025,0.026756293660208375,-0.003394022630721305,-0.03255568735995773,-0.0213761655940371,0.15823118492157628,0.08355571323130362,0.24555160142348753,0.12861169330877686
000571.SZ,20250429,,,,,0.0,0.0,0,False,未实施,20250429,0,0.06467661691542292,0.007009345794392496,0.009350535649033542,0.03971962616822422,0.022501683049626076,0.06775700934579443,0.048353103535299535,0.11214953271028016,0.01592987914824162
000571.SZ,20260429,,,,,0.0,0.0,0,False,未实施,20260429,0,-0.01067615658362997,0.0,-0.0011295525443288934,-0.0611510791366906,-0.08726235072161803,0.043165467625899234,0.05596149084370006,0.24640287769784175,0.32002338481155457
