ts_code,t0,final_stage,terminate_date,apply_date,list_date,raise_plan_yi,raise_act_yi,price_ratio,purpose,days,ret,ex
300095.SZ,20201130,实施完成,,20211203,20211228,6.0,6.0,80.0,"1、航空装备和航空零部件研发制造基地；2、年产3,000台起重机新型智能起重小车新建项目；3、补充流动资金。",17,0.020722320899940527,0.014345308036179727
000933.SZ,20181123,实施完成,,20201127,20201230,20.49,20.49,90.0,用于河南平顶山矿区梁北煤矿改扩建项目、偿还银行借款,23,-0.09595375722543353,
600095.SH,20201128,实施完成,,20210622,20210722,47.0,17.37,80.0,1、增资湘财证券股份有限公司;2、补充流动资金及偿还银行借款。,22,-0.10725552050473197,-0.11158156972718847
300087.SZ,20200827,实施完成,,20210715,20210816,5.5,5.5,80.0,1、研发创新体系建设项目;2、农作物种子海外育繁推一体化建设项目;3、青贮玉米品种产业化及种养结合项目。,22,0.27994279585269943,0.2971351788913761
000755.SZ,20200825,实施完成,,20210831,20211020,4.8,4.8,80.0,募集配套资金用于1、补充上市公司流动资金;2、偿还债务。,29,0.07499999999999996,0.06209499835921428
603778.SH,20181112,实施完成,,20201127,20201218,5.1,5.1,80.0,1、多巴新城湟水河扎麻隆湿地公园景观工程设计、采购、施工总承包项目；2、泉水湖湿地公园项目(B区)、环湖路市政道路工程、,15,-0.05809128630705396,
000803.SZ,20201124,实施完成,,20210709,20210730,6.05,6.05,80.0,1、新城热力扩容及改造项目;2、十方环能餐厨垃圾处理技改项目;3、沼液资源化循环利用生产项目;4、惠民县大朴生物质能源有,15,-0.1304093567251463,-0.09797125323457079
002297.SZ,20201124,实施完成,,20210707,20210806,6.31,6.31,80.0,用于高效精密硬质合金工模具与高强韧性特粗晶硬质合金掘进刀具麓谷基地产业化项目、补充流动资金,22,0.21352785145888586,0.2470355076420041
603115.SH,20201121,实施完成,,20211108,20211124,7.6,6.86,80.0,1、新一代高性能中高压腐蚀箔项目;2、长寿命高容量低压腐蚀箔项目;3、新一代纳微孔结构铝电极箔项目;4、新一代高性能化成,12,0.15440640932265115,0.12417931052560971
688015.SH,20201118,实施完成,,20210826,20210909,7.6,7.6,80.0,1、自主虚拟编组运行系统建设项目;2、轨道交通孪生系统建设项目;3、面向客户体验的智能维保生态系统建设项目。,10,0.10852713178294571,0.051057044666327434
300331.SZ,20201117,实施完成,,20210721,20210813,8.0,8.0,80.0,"1、盐城维旺科技有限公司光学级板材项目;2、SVG微纳光制造卓越创新中心项目,3、补充流动资金。",17,-0.06942675159235678,-0.05715719650495377
000596.SZ,20201114,实施完成,,20210623,20210722,50.0,50.0,80.0,用于酿酒生产智能化技术改造项目,21,0.05941909474070006,0.05689571177771158
002507.SZ,20201112,实施完成,,20210414,20210518,33.0,33.0,80.0,用于乌江涪陵榨菜绿色智能化生产基地(一期)、乌江涪陵榨菜智能信息系统项目,21,0.01139528994682193,-0.02078729722909234
300572.SZ,20200519,实施完成,,20210416,20210507,11.49,11.49,80.0,用于连锁机动车检测站建设项目、收购临沂正直70%股权,12,-0.10626702997275228,-0.10424273782347426
002389.SZ,20201110,实施完成,,20211025,20211117,9.11,9.11,80.0,1、CH-4增强型无人机科研项目;2、无人倾转旋翼机系统研制项目;3、隐身无人机系统研制项目;4、低成本机载武器科研项目,17,0.05410279531109108,0.07570605987838164
603703.SH,20191029,实施完成,,20201221,20201231,6.62,6.62,80.0,1、通信铁塔基础设施建设项目;2、智能仓储配送中心建设项目;3、补充流动资金。,8,0.009756097560975618,
002273.SZ,20201107,实施完成,,20210716,20210806,22.5,22.5,80.0,用于智能终端用光学组件技改项目、移动物联智能终端精密薄膜光学面板项目、补充流动资金,15,-0.05523442517662169,-0.03308495589183802
002347.SZ,20201107,实施完成,,20210928,20211117,4.0,2.29,80.0,用于智能运维总包服务平台建设项目、激光及智能研究院项目、补充流动资金,31,-0.022222222222222032,-0.004296161866921389
300825.SZ,20201106,实施完成,,20210916,20211029,7.89,7.89,80.0,1、先进性产业化研发项目;2、阿尔特成都新能源动力系统及零部件生产基地建设项目;3、柳州菱特一期工程年产5万台V6发动机,24,-0.14789915966386558,-0.13354522713821348
603477.SH,20201105,实施完成,,20210621,20210708,28.0,4.2,80.0,1、宜宾巨星屏边种猪场项目;2、古蔺巨星石宝种猪场项目;3、古蔺巨星皇华种猪场项目;4、平塘巨星更打生猪繁育一体化项目;,13,-0.1510903426791277,-0.15020454477761735
300283.SZ,20200812,实施完成,,20201028,20201214,1.22,1.22,80.0,"1、年产3,000吨热交换器及新能源汽车用复合材料;2、高精密电子保护器用稀土改性复合材料及组件智能制造项目；3、补充流",33,-0.10533515731874155,
603038.SH,20201030,实施完成,,20210715,20210805,5.2,2.5,80.0,用于湖北华置立装饰材料厂区项目、补充流动资金,15,-0.32194848824188116,-0.30277180441258567
600161.SH,20201029,实施完成,,20210402,20210423,33.4,33.4,80.0,1、成都蓉生重组凝血因子生产车间建设项目;2、上海血制云南生物制品产业化基地项目;3、兰州血制产业化基地项目;4、成都蓉,14,0.10309911015648976,0.10634614347041449
002617.SZ,20200413,实施完成,,20210125,20210304,6.43,6.43,80.0,用于新建碳化硅衬底片产业化项目、碳化硅研发中心项目、偿还银行贷款,23,-0.07274969173859436,-0.04079236398405195
300165.SZ,20191031,实施完成,,20201211,20210112,0.32,0.32,80.0,募集配套资金用于补充上市公司流动资金及支付本次交易中介机构费用,21,-0.16859475126411227,
600248.SH,20200117,实施完成,,20210409,20210422,21.3,21.3,80.0,募集配套资金用于支付本次交易中介机构费用及补充流动资金,9,-0.07692307692307698,-0.08076886470288747
300586.SZ,20200808,实施完成,,20210618,20210712,4.66,4.66,80.0,用于功能母粒及生物基可降解母粒产业化项目、补充流动资金,16,0.14685314685314688,0.13950253905238297
600619.SH,20201021,实施完成,,20210705,20210721,15.94,15.94,80.0,用于新增年产65万台新能源车用空调压缩机项目、海立集团建设海立科技创新中心(HTIC)项目、偿还有息负债,12,-0.13024850042844893,-0.1371668684907964
688396.SH,20201020,实施完成,,20210409,20210426,50.0,50.0,80.0,用于华润微功率半导体封测基地项目、补充流动资金,11,0.017031630170316392,0.01984271083582856
300792.SZ,20201020,实施完成,,20210721,20210820,8.95,8.95,80.0,1、内容电商项目;2、仓储物流项目;3、研发中心及信息化建设项目;4、补充流动资金。,22,0.028673084972791862,0.06928994907048747
000021.SZ,20201017,实施完成,,20210421,20210520,14.74,14.74,80.0,用于存储先进封测与模组制造项目,18,-0.06374932468935723,-0.07283021921976995
600096.SH,20200304,实施完成,,20201222,20210114,19.0,19.0,80.0,1、投资建设“6万吨/年聚甲醛项目”;2、投资建设“云天化物流运营升级改造项目”;3、投资建设“10万吨/年设施农业用水,16,0.013559322033898313,
002271.SZ,20201016,实施完成,,20210304,20210408,80.0,80.0,80.0,"用于1、杭州东方雨虹建筑材料有限公司高分子防水卷材建设项目;2、年产2,700万平方米改性沥青防水卷材、2.5万吨沥青涂",24,0.12565997888067582,0.13242734341599594
002361.SZ,20201015,实施完成,,20210928,20211112,6.5,6.5,80.0,用于1、复合材料零部件生产基地项目;2、钣金零部件生产线技改项目;3、偿还银行借款。,28,0.0279441117764474,0.04627701516130456
300567.SZ,20201013,实施完成,,20210414,20210513,14.94,14.94,80.0,1、上海精测半导体技术有限公司研发及产业化建设项目;2、Micro-LED显示全制程检测设备的研发及产业化项目;3、补充,18,-0.09100436681222701,-0.09440094518320197
002469.SZ,20200430,实施完成,,20201203,20201223,3.08,3.08,80.0,募集配套资金用于支付本次发行股份及支付现金购买资产的现金对价,14,-0.009983361064891838,
603236.SH,20201010,实施完成,,20210305,20210330,10.63,10.63,80.0,用于全球智能制造中心建设项目、全球智能制造中心建设项目、智能车联网产业化项目,17,-0.1258943089430895,-0.11443653581141788
300481.SZ,20200715,实施完成,,20210520,20210611,8.0,8.0,80.0,用于顺酐酸酐衍生物、功能材料中间体及研发中心项目、补充流动资金,16,-0.0978348035284683,-0.1186447919170881
600817.SH,20200121,实施完成,,20201126,20201211,3.0,3.0,80.0,募集配套资金用于1、产线升级改造及EHS改善项目;2、补充流动资金;3、支付中介机构费用及本次交易相关税费。,11,0.08248175182481754,
300501.SZ,20201009,实施完成,,20210923,20211026,6.02,6.02,80.0,用于高阻隔复合材料项目,18,-0.1318022965551673,-0.12104340392032253
300067.SZ,20200401,实施完成,,20210401,20210430,4.5,4.5,80.0,"1、22,750吨染料及中间体项目；2、年产5,000吨数码墨水项目；3、年产10,000吨广谱消毒剂单过硫酸氢钾复合盐",20,-0.055023923444975975,-0.04968470954894122
603626.SH,20200417,实施完成,,20210722,20210809,16.0,5.01,80.0,1、高精密模具扩建项目;2、微创手术器械零部件生产项目;3、智能穿戴、智能家居类产品部件制造项目;4、补充流动资金项目。,12,-0.026652452025586415,-0.004342610306580119
603496.SH,20200429,实施完成,,20210811,20210823,6.0,3.47,80.0,1、面向5G的网络可视化技术升级与产品研发项目;2、国产自主信息化技术升级与产品研发项目;3、新建年产30万台网络及计算,8,-0.03246753246753242,-0.017027336048937247
300566.SZ,20210331,实施完成,,20211203,20211224,6.98,6.98,80.0,1、光学膜生产基地建设项目;2、太阳能封装胶膜生产基地建设项目;3、补充流动资金。,15,0.07132406730065832,0.06817904627871374
002438.SZ,20210330,实施完成,,20211222,20220121,3.71,3.7,80.0,用于1、乏燃料后处理关键设备研发及产业化(二期)项目;2、年产1万吨大型特种法兰研制及产业化建设项目;3、补充流动资金。,21,-0.1162176439514,-0.09111597413137273
300292.SZ,20201021,实施完成,,20210329,20210526,1.8,1.8,80.0,1、5G消息云平台建设项目;2、5G连接器生产项目;3、偿还银行贷款。,38,0.03963414634146356,-0.006096300349947237
600419.SH,20210329,实施完成,,20211206,20211230,5.67,5.67,80.0,"1、10,000头规模化奶牛示范牧场建设项目;2、补充流动资金。",18,0.10552349546578732,0.09639553627259789
300479.SZ,20200404,实施完成,,20211118,20211210,3.1,3.1,80.0,1、远距离、大场景、全天候智能视频监控系统技术升级与产业化项目；2、神思云脑升级研发与建设项目；3、研究开发体系升级建设,16,0.14882154882154897,0.1031872355715191
300687.SZ,20210324,实施完成,,20211117,20211210,6.5,6.5,80.0,用于基于共享技术中台的企业数字化解决方案升级项目,17,0.06123201770564357,0.02389799663849268
300473.SZ,20200401,实施完成,,20210416,20210518,9.0,2.99,80.0,1、机电一体化汽车部件建设项目；2、汽车电子产业化项目；3、新型汽车部件产业化项目；4、归还银行贷款。,19,0.13336962438758837,0.10048418303587092
300578.SZ,20200914,实施完成,,20210803,20210826,6.0,6.0,80.0,1、超视云平台研发及产业化项目;2、云视频终端技术升级及扩产项目;3、总部运营管理中心建设项目;4、补充流动资金。,17,-0.13446519524618006,-0.14773196185829396
600821.SH,20201121,实施完成,,20210528,20210702,13.35,13.35,80.0,用于1、宁夏卫钢新能源有限公司沙坡头区200MW光伏复合项目;2、东乡区詹圩镇50MWp渔光互补光伏电站项目;3、补充流,24,0.10545454545454547,0.13122351276971833
000807.SZ,20200930,实施完成,,20211129,20211228,30.0,30.0,80.0,用于云南文山铝业有限公司绿色低碳水电铝材一体化项目、补充流动资金及偿还银行贷款项目,21,0.028571428571428692,0.00946985709470849
600597.SH,20210317,实施完成,,20211202,20211220,19.3,19.3,80.0,1、用于补充流动资金；2、用于奶源牧场项目。,12,0.03857350800582249,0.03286098102374524
603093.SH,20200314,实施完成,,20210302,20210330,3.65,3.65,80.0,"1、提升期货经纪业务服务能力;2、提升风险管理服务能力,包括对风险管理子公司增资等;3、提升风险管理服务能力,包括对风险",20,0.0026075619295959918,0.017665369343384807
603129.SH,20210316,实施完成,,20210902,20210929,17.27,17.27,80.0,1、动力运动装备扩产及产线智能化改造项目;2、研发中心升级改造项目;3、补充流动资金。,17,0.1628908742820676,0.18286758419882743
605358.SH,20210313,实施完成,,20210927,20211018,52.0,52.0,80.0,1、年产180万片集成电路用12英寸硅片;2、年产72万片6英寸功率半导体芯片技术改造项目;3、年产240万片6英寸硅外,10,0.0017574692442883233,0.0058824841839049125
600460.SH,20200725,实施完成,,20210910,20210929,11.22,11.22,80.0,募集配套资金用于8英寸集成电路芯片生产线二期项目、偿还银行贷款,11,-0.05545348254551519,-0.010896847950546129
600155.SH,20210308,实施完成,,20221027,20221111,80.0,30.27,80.0,1、证券自营业务;2、信用交易业务;3、股权投资业务;4、资产管理业务;5、信息系统建设;6、偿还债务。,11,0.05164992826398862,0.016090804222263833
300647.SZ,20191221,实施完成,,20210412,20210430,6.0,5.3,80.0,用于5G散热工业园建设项目、补充流动资金项目,14,-0.012790697674418539,-0.02250244083545283
603883.SH,20210304,实施完成,,20220121,20220210,17.4,17.4,80.0,1、新建连锁药店项目；2、华东医药产品分拣加工项目；3、企业数字化平台及新零售建设项目；4、补充流动资金。,9,-0.019671422395157734,-0.009361443130978309
603290.SH,20210303,实施完成,,20211028,20211112,35.0,35.0,80.0,1、高压特色工艺功率芯片研发及产业化项目;2、SiC芯片研发及产业化项目;3、功率半导体模块生产线自动化改造项目;4、补,11,0.1639705882352942,0.15716798285587497
000877.SZ,20200808,实施完成,,20220107,20220225,50.0,42.47,80.0,募集配套资金用于1、补充流动资金;2、偿还债务;3、支付重组费用等。,30,-0.10174781523096121,-0.068399383442863
001896.SZ,20201020,实施完成,,20220609,20220706,8.31,8.31,80.0,"募集配套资金用于支付本次交易的现金对价,以及补充上市公司流动资金或偿还银行借款",19,0.19651347068145797,0.15500701785916138
603890.SH,20200925,实施完成,,20210806,20210824,5.27,5.27,80.0,用于年产1000万套精密结构件项目、补充流动资金,12,-0.030279503105590244,-0.04579827700441641
600059.SH,20200225,实施完成,,20210412,20210426,10.95,9.59,80.0,用于黄酒产业园项目(一期)工程,10,0.059292035398230025,0.050605674344638585
300207.SZ,20210225,实施完成,,20211103,20211129,39.15,39.15,80.0,1、3C消费类锂离子电芯扩产项目;2、3C消费类锂电池模组扩产项目;3、笔记本电脑类锂电池模组扩产项目;4、补充流动资金,18,0.11880545336507242,0.09865707647038313
002805.SZ,20200228,实施完成,,20210520,20210625,4.5,4.5,80.0,"用于年产10,000吨锂离子电池高镍三元材料建设项目、补充流动资金项目",25,0.16909778498109107,0.1364908371332243
002298.SZ,20190928,实施完成,,20210416,20210521,3.31,3.31,80.0,用于1、面向云计算和大数据的自主可控磁光电存储技术研发及产业化项目;2、自主可控集群嵌入式人工智能图像分析系统研发及产业,22,-0.1592279855247285,-0.1736821072552055
603797.SH,20191001,实施完成,,20210611,20210702,12.0,8.28,80.0,用于澄海区全区污水管网及污水处理设施建设PPP项目,14,-0.0479896238651103,-0.028783456524804962
002792.SZ,20210220,实施完成,,20211108,20211210,8.0,8.12,80.0,用于收购深圳市光为光通信科技有限公司少数股东股权、投资于高速光通信器件、光模块研发及生产项目、武汉研发中心建设项目、无线,24,0.040935672514619936,-0.006681934172596438
300587.SZ,20210220,实施完成,,20211118,20211207,8.1,8.1,80.0,1、年产40万平方米橡胶减振垫产品生产线建设项目;2、年产45万根钢轨波导吸振器产品生产线建设项目;3、补充流动资金项目,13,0.053450960041515394,0.03165645883134083
002352.SZ,20210210,实施完成,,20211022,20211119,200.0,200.0,80.0,用于1、速运设备自动化升级项目;2、新建湖北鄂州民用机场转运中心工程项目;3、数智化供应链系统解决方案建设项目;4、陆路,20,0.07872000000000012,0.08545529392844031
002180.SZ,20200729,实施完成,,20211119,20211222,50.0,50.0,80.0,募集配套资金用于1、标的公司高性能高安全性系列激光打印机研发及产业化项目;2、支付收购标的资产的现金对价;3、支付中介机,23,0.22440429431788433,0.20336638337479784
603398.SH,20180504,实施完成,,20210419,20210517,6.75,3.37,80.0,用于收购美奇林项目、塑胶类教具玩具智能化生产技术改造项目,17,-0.1053140096618358,-0.11550490429583082
002092.SZ,20170216,实施完成,,20210715,20210810,39.22,38.12,90.0,用于高性能树脂产业园及配套基础设施建设项目等,18,-0.001712328767123128,0.008089549191327094
601456.SH,20210206,实施完成,,20210913,20211015,65.0,50.9,80.0,1、进一步扩大包括融资融券在内的信用交易业务规模;2、扩大固定收益类、权益类、股权衍生品等交易业务;3、增加子公司投入;,17,-0.08227848101265833,-0.04554098883829616
603222.SH,20181201,实施完成,,20210312,20210412,4.49,2.41,80.0,1、鄂州二医院新建工程项目；2、偿还银行贷款。,20,0.05186972255729794,0.06423777963775779
601198.SH,20210203,实施完成,,20210927,20211022,70.0,44.93,80.0,1、扩大投资交易业务规模；2、扩大融资融券业务规模；3、增加对子公司投入；4、其他营运资金安排。,14,0.071620411817368,0.07168834146370795
300548.SZ,20200302,实施完成,,20210312,20210406,8.0,6.26,80.0,1、年产245万只硅光收发模块技改项目；2、年产30万只无线承载网数字光模块项目；3、补充流动资金。,16,0.01183944556742711,0.00315616662655116
002025.SZ,20210202,实施完成,,20210809,20210915,14.31,14.31,80.0,用于1、特种连接器、特种继电器产业化建设项目;2、年产153万只新基建用光模块项目;3、年产3976.2万只新基建等领域,27,-0.014879582758091758,-0.058417414920376776
300319.SZ,20200903,实施完成,,20210616,20210716,13.4,13.4,80.0,1、高端小尺寸系列电感扩产项目；2、射频滤波器扩产项目；3、研发中心建设项目；4、补充流动资金。,22,0.2542213883677298,0.2467886294357451
601127.SH,20201013,实施完成,,20210603,20210628,25.93,25.93,80.0,1、SERES智能网联新能源系列车型开发及产品技术升级项目；2、营销渠道建设项目；3、补充流动资金。,16,0.315614035087719,0.30752997250012837
300678.SZ,20200910,实施完成,,20220117,20220304,1.71,1.71,80.0,募集配套资金用于支付本次交易的现金对价、本次交易相关中介机构费用及补充上市公司流动资金,29,-0.1516709511568124,-0.12853711352279273
002185.SZ,20210120,实施完成,,20211015,20211109,51.0,51.0,80.0,用于1、集成电路多芯片封装扩大规模项目;2、高密度系统级集成电路封装测试扩大规模项目;3、TSV及FC集成电路封测产业化,17,0.08878504672897192,0.1090781019844358
000949.SZ,20201114,实施完成,,20210604,20210706,9.91,9.91,80.0,用于年产10万吨高品质超细旦氨纶纤维项目一期工程、补充流动资金,21,0.3789649415692822,0.4030211543015829
600765.SH,20210116,实施完成,,20210603,20210625,19.1,19.1,80.0,用于1、航空精密模锻产业转型升级项目;2、特种材料等温锻造生产线建设项目;3、补充流动资金。,15,0.12352639671963095,0.11625444802966411
000725.SZ,20210116,实施完成,,20210723,20210820,198.7,203.33,80.0,1、收购武汉京东方光电24.06%的股权;2、对重庆京东方显示增资并建设京东方重庆第6代AMOLED(柔性)生产线项目;,20,-0.060955518945634224,-0.027237981612620032
002747.SZ,20210116,实施完成,,20210604,20210707,7.95,7.95,80.0,1、标准化焊接机器人工作站产业化项目;2、机器人激光焊接和激光3D打印研制项目;3、工业、服务智能协作机器人及核心部件研,22,0.2720050842071815,0.28565292299921574
002187.SZ,20200613,实施完成,,20220121,20220301,7.0,7.0,80.0,募集配套资金用于支付本次交易现金对价,22,-0.034562211981566726,-0.025227488845849355
300850.SZ,20210115,实施完成,,20210423,20210824,14.6,14.6,80.0,1、3.0MW及以上大功率风力发电主机配套轴承生产线建设项目;2、研发中心建设项目;3、补充流动资金。,83,0.9922973163841811,0.9694490574749839
300729.SZ,20210113,实施完成,,20210922,20211101,11.12,7.0,80.0,1、线性驱动核心技术产品智能工厂项目;2、年产15万套智能线性驱动产品5G+智能工厂技改项目;3、营销研发总部大楼建设项,23,0.22813512262841273,0.25724401641071215
300590.SZ,20200522,实施完成,,20210811,20210903,3.36,3.36,80.0,1、4G和5G通信技术产业化项目;2、动物溯源产品信息化产业升级项目;3、工业无线路由器项目。,17,-0.025871766029246346,-0.03922910971386717
300346.SZ,20201106,实施完成,,20210727,20210819,6.13,6.13,80.0,"1、光刻胶项目；2、扩建2,000吨/年三氟化氮生产装置项目；3、补充流动资金。",17,0.2213438735177864,0.19160942052266394
603843.SH,20191207,实施完成,,20210728,20210817,6.0,4.4,80.0,用于金沙县老城区段河道治理及基础设施建设和金沙县沙土镇风貌一条街建设PPP项目和补充流动资金,14,0.07042253521126773,0.04390664597884575
300252.SZ,20210108,实施完成,,20230104,20230207,5.95,5.32,80.0,1、高速率线缆、连接器及组件生产项目;2、高性能特种电缆及组件生产项目;3、卫星通信终端及电磁兼容解决方案研发项目;4、,19,0.07003891050583677,0.028998571347723656
600588.SH,20200701,实施完成,,20220111,20220126,52.98,52.98,80.0,1、用友商业创新平台YonBIP建设项目;2、用友产业园(南昌)三期研发中心建设项目;3、补充流动资金及归还银行借款。,11,0.13130408833184126,0.16789592977155676
603595.SH,20210413,实施完成,,20211108,20211122,4.68,4.68,80.0,1、年产12万片碳化硅半导体材料项目;2、补充流动资金。,10,0.4544303797468354,0.4205476564460513
603956.SH,20210629,实施完成,,20220331,20220425,13.0,9.7,80.0,用于年产农村饮用水泵站及加压设备2000套、智慧加药系统2000套、集装箱一体化水厂200套、大型装配式水厂20套的智慧,15,-0.23538230884557731,-0.1508684129038791
300903.SZ,20210629,实施完成,,20220331,20220429,11.0,9.97,80.0,用于江西科翔印制电路板及半导体建设项目(二期),19,0.02976995940460081,0.09909821614041303
300592.SZ,20190617,实施完成,,20210709,20210729,5.0,5.0,,募集配套资金用于1、支付本次交易现金对价;2、支付本次交易相关费用;3、偿还上市公司及标的公司银行贷款;4、“易佰云”智,14,-0.08681073025335317,-0.05673511733016856
688339.SH,20210429,实施完成,,20210621,20210811,2.0,2.0,80.0,1、燃料电池综合测试评价中心;2、补充流动资金。,37,0.14073529411764696,0.13962488739052836
300919.SZ,20210625,实施完成,,20211111,20211202,50.0,50.0,80.0,用于广西中伟新能源科技有限公司北部湾产业基地三元项目一期、补充流动资金,15,0.13886596722857458,0.12578465891700286
002688.SZ,20200624,实施完成,,20210629,20210812,8.2,8.2,80.0,1、动物疫苗生产基地建设项目(一期);2、新版GMP符合性技改项目;3、生产工艺系统降耗增效改造项目;4、动力系统节能升,32,-0.067321178120617,-0.054503364098145934
300432.SZ,20210618,实施完成,,20220302,20220323,15.0,15.0,80.0,1、新能源汽车智能电控产业项目；2、年产5万吨新能源锂电正极材料项目；3、补充流动资金。,15,-0.08735632183908049,-0.027883264002610875
002915.SZ,20201109,实施完成,,20210729,20210826,4.42,4.42,80.0,"1、年产5,000吨4,4’-二氟二苯酮项目;2、福建高宝矿业有限公司氟精细化学品系列扩建项目;3、补充流动资金。",20,0.33814625058220793,0.30377594409073794
600538.SH,20200104,实施完成,,20210714,20210728,1.0,0.68,80.0,募集配套资金用于支付本次交易中的部分现金对价及本次交易相关费用,10,0.024147727272727293,0.07499930679945255
002015.SZ,20210615,实施完成,,20220124,20220316,50.0,37.65,80.0,用于1、新能源汽车换电站建设项目;2、信息系统平台及研发中心建设项目;3、补充流动资金。,32,-0.17684700407213494,-0.08510166043414036
300080.SZ,20191107,实施完成,,20210628,20210722,3.27,3.27,80.0,募集配套资金用于1、年产500MW超高效单晶硅电池研发及产业化项目；2、补充流动资金。,18,0.1119266055045871,0.12176759160963391
688037.SH,20210612,实施完成,,20220601,20220622,10.0,10.0,80.0,1、上海临港研发及产业化项目;2、高端晶圆处理设备产业化项目(二期);3、补充流动资金。,14,-0.041214750542299505,-0.06617185497691103
002218.SZ,20200516,实施完成,,20210909,20211008,10.0,10.0,80.0,用于连州市宏日盛200MW综合利用光伏电站项目、补充流动资金,14,0.009602194787380114,0.037978514079563874
300726.SZ,20210607,实施完成,,20211210,20211231,10.0,10.0,80.0,1、微波电子元器件生产基地建设项目;2、研发中心建设项目;3、补充流动资金。,15,0.10258953168044083,0.11063908340019224
002456.SZ,20200604,实施完成,,20210813,20210929,67.58,35.3,80.0,1、高像素光学镜头建设项目;2、3D光学深度传感器建设项目;3、高像素微型摄像头模组建设项目;4、研发中心建设项目;5、,31,0.05063291139240511,0.04469224921796977
600370.SH,20190508,实施完成,,20210708,20210722,8.0,5.81,80.0,募集配套资金用于海伦石化PTA技改项目、补充流动资金、中介机构费用及其他相关费用,10,0.0228013029315961,0.008715495733172096
600735.SH,20210604,实施完成,,20220309,20220407,3.6,3.6,80.0,用于收购上海荔之实业有限公司50%股权、补充流动资金,19,-0.12222222222222212,-0.11688148403804444
603727.SH,20191207,实施完成,,20210630,20210720,7.99,7.73,90.0,1、临港海洋重工建造基地四期工程项目；2、天津港大沽口港区临港博迈科2#码头工程；3、补充流动资金。,14,0.029637760702524885,0.045476693437630944
300494.SZ,20200530,实施完成,,20211115,20211214,4.86,4.86,80.0,1、盛天网络云游戏服务平台项目；2、盛天网络游戏授权及运营项目；3、盛天网络游戏服务项目；4、大数据及云存储平台升级项目,21,0.04687500000000022,0.01021455713415409
603338.SH,20210529,实施完成,,20211217,20220110,15.0,15.0,80.0,"用于年产4,000台大型智能高位高空平台项目",15,0.0370370370370372,0.048247165819004456
603396.SH,20200523,实施完成,,20210623,20210715,3.8,3.8,80.0,用于年产40台(套)光伏异质结(H用于年产40台(套)光伏异质结(HJT)高效电池片用PECVD设备项目、补充流动资金,16,0.4761245674740484,0.4767994389382668
300155.SZ,20200427,实施完成,,20210924,20211027,5.2,1.0,80.0,1、智能家居系统研发生产建设项目;2、智慧门禁系统服务运营拓展项目;3、补充流动资金。,18,-0.09730538922155685,-0.08444218084126509
300706.SZ,20200428,实施完成,,20210805,20210827,5.3,3.0,80.0,1、平板显示溅射靶材建设项目;2、超高清显示用铜靶材产业化建设项目;3、铝钪靶材和钼靶材的研发建设项目;4、补充流动资金,16,0.029011786038077858,0.01276580930646598
603345.SH,20210522,实施完成,,20220217,20220310,57.4,56.75,80.0,1、新基地建设及老基地扩建类项目；2、老基地技术升级改造类项目；3、信息化建设项目；4、品牌形象及配套营销服务体系建设项,15,-0.16617495205782562,-0.12267782325077004
300643.SZ,20200507,实施完成,,20210625,20210715,3.1,2.98,80.0,用于车联网传感器及智能车载通讯终端系统生产应用项目、维孚金属制品(上海)有限公司扩建项目——年产40万根高柔性零泄漏国六,14,0.10182767624020883,0.11511035265342562
002292.SZ,20200512,实施完成,,20210927,20211027,11.03,5.44,80.0,用于1、玩具产品扩产建设项目;2、婴童用品扩产建设项目;3、奥飞欢乐世界乐园网点建设项目;4、全渠道数字化运营平台建设。,17,-0.07476635514018692,-0.06943528940848864
603738.SH,20200529,实施完成,,20210702,20210715,6.39,6.39,80.0,1、基于MEMS工艺的微型晶体谐振器产业化项目;2、温度补偿型晶体振荡器(TCXO)研发;3、产业化项目;4、偿还银行贷,9,0.4402298850574713,0.4217125408216307
300507.SZ,20200428,实施完成,,20210709,20210806,8.5,4.76,80.0,1、汽车传感器产品智能化生产线建设项目；2、商用车车联网系统建设项目；3、补充流动资金。,20,0.050160085378868846,0.07015991456509818
300796.SZ,20210519,实施完成,,20220414,20220518,4.0,4.0,80.0,"用于年产8,500吨戊酮系列绿色新材料项目",21,0.03892060197197722,0.0859398221171368
603189.SH,20200527,实施完成,,20210818,20210909,8.02,7.4,80.0,用于高新视频服务平台项目、AI视频大数据平台项目、补充流动资金项目,16,0.06130268199233724,0.0015741860724511891
002064.SZ,20210515,实施完成,,20220304,20220329,28.0,28.0,80.0,用于年产30万吨差别化氨纶扩建项目,17,-0.05427974947807934,0.01765706859416749
603042.SH,20200519,实施完成,,20210701,20210719,3.96,2.52,80.0,1、5G无线网络覆盖射频器件产品研发及产业化项目;2、WiFi6+5G无线网络设备研发及产业化项目;3、基于应用切片的网,12,0.03057119871279168,0.045031630137247314
300596.SZ,20201218,实施完成,,20220517,20220614,4.17,4.17,80.0,募集配套资金用于1、支付本次交易的现金对价;2、中介机构费用及其他相关费用;3、补充上市公司流动资金。,19,-0.0006472491909383926,-0.05996293496344163
300408.SZ,20210512,实施完成,,20211118,20211217,39.0,39.0,80.0,1、高容量系列多层片式陶瓷电容器扩产项目;2、深圳三环研发基地建设项目。,21,0.1000485672656628,0.06623478939169902
