ts_code,t0,final_stage,terminate_date,apply_date,list_date,raise_plan_yi,raise_act_yi,price_ratio,purpose,days,ret,ex
300490.SZ,20220517,实施完成,,20230209,20230309,9.1,9.1,80.0,1、储能电站建设项目;2、工业园区“光伏+储能”一体化项目;3、补充流动资金;,20,0.024844720496894235,0.023058144403777625
002128.SZ,20220513,实施完成,,20230302,20230331,40.0,40.0,80.0,用于通辽市100万千瓦外送风电基地项目、补充流动资金,21,-0.01897810218978091,-0.007649737784634403
603936.SH,20220512,实施完成,,20230321,20230406,15.0,15.0,80.0,1、博敏电子新一代电子信息产业投资扩建项目(一期)；2、补充流动资金及偿还银行贷款。,11,0.08011444921316158,0.061536383390484506
600115.SH,20220511,实施完成,,20221223,20230112,150.0,150.0,80.0,1、引进38架飞机项目;2、补充流动资金。,13,-0.03756708407871201,-0.073340420469723
603566.SH,20211116,实施完成,,20220830,20220916,8.98,8.98,80.0,1、兽用灭活疫苗生产项目；2、生物制品车间及配套设施改扩建项目；3、产品质检车间项目；4、补充流动资金。,12,-0.05074532191563608,-0.020132989803624768
300857.SZ,20220506,实施完成,,20230301,20230324,7.19,7.19,80.0,1、安徽协创物联网智能终端及存储设备生产线扩建项目;2、塘厦分公司物联网智能终端生产基地建设项目;3、协创数据智慧工厂建,17,0.038579570363875826,0.05342974823684754
600015.SH,20210513,实施完成,,20220801,20221018,200.0,80.0,80.0,用于补充公司的核心一级资本,50,-0.005882352941176339,0.051875067642743966
300603.SZ,20210602,实施完成,,20230214,20230315,18.77,9.47,80.0,1、立昂云数据(成都简阳)一号基地一期建设项目(Ⅰ期);2、立昂云数据(成都简阳)一号基地一期建设项目(Ⅱ期);3、补充,21,0.07421875,0.08408352468688429
600821.SH,20220217,实施完成,,20221020,20221109,32.61,26.96,80.0,用于1、贵港市港南桥圩镇200MWp农光储互补平价上网光伏发电复合项目;2、君能新能源公安县狮子口镇100MWp渔光互补,14,0.1383647798742138,0.13346604711077692
601698.SH,20201230,实施完成,,20220914,20221021,33.0,21.54,80.0,1、中星6D卫星项目;2、中星6E卫星项目;3、中星26号卫星项目;4、补充流动资金。,22,-0.08233276157804459,-0.022357535538301665
688022.SH,20220427,实施完成,,20230314,20230403,9.53,9.53,80.0,1、智能换电设备生产建设项目;2、智能电动化汽车部件智能装备生产建设项目;3、补充流动资金。,14,-0.079483282674772,-0.09374837698772076
300595.SZ,20210508,实施完成,,20220527,20220620,20.42,15.03,80.0,用于接触镜和配套产品产业化项目、社区化眼视光服务终端建设项目,15,0.39984611438830475,0.32165456573182527
300858.SZ,20220426,实施完成,,20221222,20230118,7.0,7.0,80.0,用于食品板块研发生产基地项目以及补充公司流动资金,18,0.10906040268456363,0.05059623619058384
300647.SZ,20220319,实施完成,,20220421,20220630,2.0,2.0,80.0,用于锂电池正极关键材料生产基地建设一期子项目,46,0.4245880861850444,0.29095409074327705
002539.SZ,20220115,实施完成,,20221208,20230106,19.96,19.96,80.0,用于磷矿资源综合利用生产新能源材料与缓控释复合肥联动生产项目,20,-0.05959183673469404,-0.04776438112002135
605123.SH,20220326,实施完成,,20220922,20221019,16.0,16.0,80.0,用于航空航天用特种合金结构件智能生产线建设项目、补充流动资金,14,0.05771857923497259,0.0801391184418303
600980.SH,20211117,实施完成,,20220823,20220908,0.68,0.68,80.0,募集配套资金用于1、支付本次交易中的现金对价;2、支付中介机构费用;3、补充上市公司流动资金等。,12,-0.06299694189602456,-0.05122869394368057
002436.SZ,20210309,实施完成,,20220715,20220906,20.0,20.0,80.0,1、宜兴硅谷印刷线路板二期工程项目——年产96万平方米印刷线路板项目;2、广州兴森快捷电路科技有限公司国产高端集成电路封,37,0.13981481481481484,0.13440795878817435
300442.SZ,20201112,实施完成,,20230112,20230216,47.0,47.0,80.0,募集配套资金用于1、投入标的公司项目建设；2、偿还标的公司银行借款；3、支付中介机构费用等。,20,0.14409282700421944,0.11395771668741128
002353.SZ,20210526,实施完成,,20220617,20220715,25.0,25.0,80.0,用于1、数字化转型一期项目;2、新能源智能压裂设备及核心部件产业化项目;3、补充流动资金。,20,-0.16682879377431903,-0.14392868410224546
300020.SZ,20220415,实施完成,,20230418,20230518,10.0,10.0,80.0,用于1、“城市大脑”整体解决方案研发及实施项目;2、基于新一代信息技术的智慧医院项目;3、补充流动资金。,19,0.17640320733104242,0.2106576942129561
000893.SZ,20201209,实施完成,,20220728,20220818,16.8,16.8,80.0,募集配套资金用于1、支付本次交易现金对价;2、补充上市公司流动资金;3、偿还标的公司债务;4、老挝甘蒙省钾盐矿彭下-农波,15,-0.009428571428571342,-0.007907751042106392
000100.SZ,20210410,实施完成,,20221130,20221222,103.8,95.97,80.0,用于第8.6代氧化物半导体新型显示器件生产线项目、补充流动资金,16,-0.0796019900497511,-0.05040171019529216
301018.SZ,20220413,实施完成,,20230322,20230418,8.0,8.0,80.0,1、新基建领域智能温控设备智能制造项目;2、专业特种环境系统研发制造基地项目(二期)。,18,0.10760953112990013,0.06596522534070459
688690.SH,20220311,实施完成,,20220510,20220712,1.97,1.97,80.0,1、收购赛谱仪器部分股权;2、常熟纳微淘汰1000吨/年光扩散粒子减量替换生产40吨/年琼脂糖微球及10吨/年葡聚糖微球,44,-0.0022547914317924134,-0.07693739841330605
688789.SH,20220412,实施完成,,20230110,20230206,10.0,10.0,80.0,"1、杭州宏华软件有限公司年产3,520套工业数码喷印设备智能化生产线;2、补充流动资金。",14,0.14417177914110435,0.11972802526513604
605111.SH,20211112,实施完成,,20220720,20220810,14.18,14.18,80.0,1、第三代半导体SiC/GaN功率器件及封测的研发及产业化;2、功率驱动IC及智能功率模块(IPM)的研发及产业化;3、,15,0.046502447497236865,0.07070608487055585
300982.SZ,20220412,实施完成,,20221202,20221226,13.89,13.89,80.0,1、智能电气设备生产基地建设项目;2、电力电子设备及储能技术研发中心建设项目;3、补充流动资金。,16,-0.08920539730134924,-0.06229313252365132
002567.SZ,20220412,实施完成,,20221129,20221222,11.4,11.4,80.0,1、东冲三期生猪养殖基地建设项目;2、云浮市云安温氏生态养殖有限公司猪苗养殖生产建设项目;3、融水县和睦镇芙蓉村唐人神集,17,-0.017783857729138264,0.01286715246865544
688668.SH,20220409,实施完成,,20221202,20221216,8.0,8.0,80.0,1、高速通讯连接器组件生产建设项目;2、新能源汽车连接器生产建设项目;3、补充流动资金。,10,-0.044267053701016024,-0.04780095064549306
688388.SH,20211106,实施完成,,20220929,20221020,47.22,34.07,80.0,1、高性能锂电铜箔募集资金投资项目;2、江西嘉元科技有限公司年产2万吨电解铜箔项目;3、补充流动资金。,10,0.031989399962142784,0.03408197449245276
603656.SH,20220409,实施完成,,20230227,20230315,3.51,3.51,80.0,用于智能煤炭干选机产业化项目(一期)、补充流动资金,12,0.010903426791277315,0.009267674563258055
002617.SZ,20211124,实施完成,,20220624,20220722,25.67,25.67,80.0,1、第三代功率半导体(碳化硅)产业园项目;2、大尺寸碳化硅衬底片研发中心项目;3、补充流动资金。,20,0.2622950819672132,0.2930895760160124
600855.SH,20220402,实施完成,,20230407,20230428,3.25,3.25,80.0,用于1、储能电源验证能力建设项目;2、国产化高功率密度模块电源研制生产能力提升项目;3、基于人工智能的一体化边海防侦测装,15,-0.0642479213907784,-0.06301712754942423
002254.SZ,20211023,实施完成,,20230106,20230203,29.87,29.87,80.0,用于1、对位芳纶产业化项目;2、间位芳纶产业化项目;3、补充流动资金。,15,0.16496220542463313,0.12720491832453917
300569.SZ,20220318,实施完成,,20230608,20230710,15.0,15.0,80.0,1、天能重工武川150MW风电项目;2、江苏天能海洋重工有限公司海上风电装备制造生产线技改项目;3、海上风电装备制造生产,20,-0.022946859903381633,-0.019930730082437398
600361.SH,20210807,实施完成,,20230808,20230824,15.0,15.0,80.0,募集配套资金用于1、年产80万吨高强高韧铝合金材料项目(二期);2、年产120万吨轻质高强铝合金材料项目(二期)。,12,-0.03791469194312791,0.017763134293906857
688166.SH,20220416,实施完成,,20220923,20221128,2.27,2.27,80.0,1、博瑞生物医药(苏州)股份有限公司吸入剂及其他化学药品制剂生产基地和生物医药研发中心新建项目(二期)；2、补充流动资金,41,0.16923076923076952,0.1729607788065859
300672.SZ,20220428,实施完成,,20221118,20221219,22.95,22.95,80.0,1、全系列AI视觉处理芯片研发及产业化项目;2、4K/8K智能终端解码显示芯片研发及产业化项目;3、补充流动资金及偿还银,21,0.163219895287958,0.1595241601245334
600372.SH,20220611,实施完成,,20230616,20230717,50.0,50.0,80.0,募集配套资金用于1、航空引气子系统等机载产品产能提升项目;2、液压作动系统产能提升建设项目;3、航空电力系统生产能力提升,19,0.02033898305084736,0.040590533767994375
002156.SZ,20210928,实施完成,,20220927,20221114,55.0,26.93,80.0,用于1、存储器芯片封装测试生产线建设项目;2、高性能计算产品封装测试产业化项目;3、5G等新一代通信用产品封装测试项目;,29,0.1200487507617305,0.12384853833960552
605319.SH,20220719,实施完成,,20230526,20230614,2.35,2.35,80.0,募集配套资金用于1、支付本次交易的现金对价及相关税费。,13,0.03291639236339705,0.02764306222245505
300664.SZ,20220427,实施完成,,20220920,20221202,3.0,3.0,80.0,"1.长春市有机固体废弃物综合处置中心(1200t/d污泥喷雾干化焚烧项目),2.补充流动资金和偿还银行贷款",48,0.05996131528046433,0.04863059127886182
600703.SH,20210930,实施完成,,20221124,20221212,79.0,79.0,80.0,用于补充流动资金、湖北三安光电有限公司Mini/Micro显示产业化项目,12,0.010508849557522293,-0.018013922301488128
603330.SH,20220125,实施完成,,20221230,20230131,11.61,9.86,80.0,1、昆山天洋光伏材料有限公司新建年产1.5亿平方米光伏膜项目;2、南通天洋光伏材料科技有限公司太阳能封装胶膜项目;3、海,16,0.17456734386756945,0.11453013903405962
603318.SH,20220603,实施完成,,20221202,20221220,1.1,1.1,80.0,募集配套资金用于1、偿还有息负债。,12,-0.2185154295246039,-0.1975712937359957
600961.SH,20220422,实施完成,,20230428,20230522,13.37,11.71,80.0,募集配套资金用于1、支付本次交易中的现金对价;2、补充上市公司流动资金等。,13,-0.0565610859728507,-0.048889581861149556
002096.SZ,20211103,实施完成,,20230414,20230515,13.39,13.39,80.0,募集配套资金用于补充上市公司流动资金或偿还债务等用途。,18,-0.0487062404870624,-0.0408286948483364
300099.SZ,20210918,实施完成,,20221019,20221115,6.0,3.94,80.0,用于矿用智能单轨运输系统数字化工厂建设项目、补充流动资金,19,0.07086614173228356,0.04021699830642489
920077.BJ,20220909,实施完成,,20230711,20230803,17.0,8.04,80.0,1、年产15万吨碳纤维原丝项目；2、碳纤维原丝及相关制品研发检测中心建设项目；3、偿还银行贷款。,17,-0.021256038647342934,-0.038887653511690545
002060.SZ,20220319,实施完成,,20230602,20230704,20.0,19.08,80.0,募集配套资金用于建工集团募投项目建设或补充流动资金。,20,0.0,-0.004708460956990401
688596.SH,20220528,实施完成,,20220729,20221028,1.83,1.83,80.0,1.合肥高纯氢气项目;2.潍坊高纯大宗项目;3.补充流动资金,59,0.9022727272727276,1.1223264718925519
002799.SZ,20210609,实施完成,,20221129,20221221,9.0,7.5,80.0,环球印务扩产暨绿色包装智能制造工业园(一期)项目;2、医药包装折叠纸盒扩产暨智能制造项目;3、补充流动资金。,16,-0.060810810810810745,-0.03591482220764364
600207.SH,20210714,实施完成,,20221223,20230119,12.0,11.68,80.0,"用于年产4,800万平方米光伏轻质基板项目、补充流动资金",18,0.05691056910569103,-0.006502837303504538
688567.SH,20210917,实施完成,,20221028,20221116,45.2,33.18,80.0,1、高性能动力锂电池项目;2、科技储备资金。,13,0.04026845637583909,-0.0277677619879797
600529.SH,20210908,实施完成,,20221108,20221124,18.66,18.66,80.0,1、山东省药用玻璃股份有限公司一级耐水药用玻璃瓶项目;2、年产5.6亿只预灌封注射器扩产改造项目。,12,0.012913907284768156,0.004777046591263989
300745.SZ,20220830,实施完成,,20230621,20230713,13.92,13.59,80.0,1、新能源车载电源自动化产线升级改造项目;2、新能源车载电源智能化生产建设项目(二期);3、总部基地及研发中心建设项目;,14,0.09301238607151219,0.07998365870690183
600301.SH,20200901,实施完成,,20230406,20230428,6.0,6.0,80.0,募集配套资金用于1、广西南丹县铜坑矿区锡锌矿矿产资源开发项目;2、补充标的公司流动性;3、支付中介机构费用及相关税费。,16,0.10506798516687277,0.10152773699993589
688093.SH,20220827,实施完成,,20230601,20230615,3.9,3.9,80.0,1、新建高效密封胶项目;2、创新中心项目;3、补充流动资金。,10,-0.009302325581395432,-0.024024516353774894
688168.SH,20220429,实施完成,,20220804,20221017,1.35,1.35,80.0,数据安全防护与溯源分析平台研发及产业化项目,46,-0.044185416101924724,-0.011932871353479646
300665.SZ,20220419,实施完成,,20220804,20221101,1.09,1.09,80.0,1、高端特种密封胶黏剂建设项目;2、补充公司流动资金,57,-0.07621247113163987,-0.007815221020487484
600366.SH,20220224,实施完成,,20221108,20221123,10.45,10.45,80.0,"用于包头韵升科技发展有限公司年产15,000吨高性能稀土永磁材料智能制造项目",11,-0.06523681858802488,-0.07502073467226755
300443.SZ,20220826,实施完成,,20230607,20230703,21.52,21.52,80.0,1、海上风电核心部件数字化制造项目;2、补充流动资金。,16,0.014844804318488558,0.0003865017946329541
300094.SZ,20210909,实施完成,,20221118,20221212,10.0,10.0,80.0,1、广东国美水产食品有限公司中央厨房项目；2、国联(益阳)食品有限公司水产品深加工扩建项目；3、补充流动资金。,16,0.005163511187607606,-0.02069990150996104
600576.SH,20210520,实施完成,,20221215,20221229,3.0,3.0,80.0,募集配套资金用于补充上市公司的流动资金,10,0.1871999999999998,0.22387243711621174
688518.SH,20220521,实施完成,,20230111,20230209,9.9,9.9,80.0,1、联赢激光华东基地扩产及技术中心建设项目;2、联赢激光深圳基地建设项目;3、补充流动资金。,16,0.2755727654081963,0.23323611469912242
002906.SZ,20220820,实施完成,,20230731,20230818,20.0,14.0,80.0,1、智能汽车电子产品产能扩建项目;2、汽车轻量化零部件产品产能扩建项目;3、智能驾驶平台研发项目。,14,-0.1481374530753682,-0.10486729971416209
603679.SH,20210820,实施完成,,20221027,20221121,2.9,2.1,80.0,用于智慧路灯智能制造项目和补充流动资金,17,0.12643678160919536,0.0891420371547118
603787.SH,20200821,实施完成,,20230529,20230609,10.0,4.0,80.0,用于天津智能化工厂建设项目(一期)、惠州智能化工厂建设项目(一期),9,-0.07417735638594525,-0.07703014247074003
002885.SZ,20220817,实施完成,,20230303,20230407,4.36,4.35,80.0,1、河源新能源磁集成器件智能制造项目;2、补充流动资金。,24,-0.10937912813738448,-0.10917919886267802
300731.SZ,20220506,实施完成,,20220811,20220926,0.44,0.44,80.0,用于新建新能源汽车钎焊式水冷板项目,31,-0.16262975778546718,-0.09938858974554776
300765.SZ,20210727,实施完成,,20230216,20230310,5.0,5.0,80.0,募集配套资金用于1、石药集团圣雪葡萄糖有限责任公司阿卡波糖绿色工厂升级技术改造项目;2、补充流动资金。,16,0.01790872328134041,0.023881436820542223
300118.SZ,20220129,实施完成,,20230104,20230213,50.0,50.0,80.0,1、5GWN型超低碳高效异质结电池片与10GW高效太阳能组件项目；2、全球高效光伏研发中心项目；3、补充流动资金。,23,0.278379462494986,0.2158479909965021
603222.SH,20220408,实施完成,,20221223,20230111,4.9,4.9,80.0,"1、年产8.5亿支安全注射器和安全注射针技术改造项目；2、新增年产25,000万只预充式导管冲洗器技改项目；3、济民健康",12,0.1211146838156485,0.07999397122126317
601500.SH,20220524,实施完成,,20230306,20230322,10.18,10.18,80.0,用于柬埔寨高性能子午胎项目、补充流动资金,12,0.039024390243902474,0.056929825444848925
300945.SZ,20220812,实施完成,,20230621,20230724,7.16,6.91,80.0,1、“曼卡龙@Z概念店”终端建设项目;2、全渠道珠宝一体化综合平台建设项目;3、“慕璨”品牌及创意推广项目。,21,0.13333333333333353,0.14541837233219423
002782.SZ,20220223,实施完成,,20230109,20230214,2.25,2.25,80.0,用于安徽光伏储能磁性元件智能制造项目、惠州充电桩磁性元件智能制造项目,21,0.12375458835867859,0.08376354894846694
002881.SZ,20210814,实施完成,,20230220,20230320,6.04,6.04,80.0,1、5G+AIoT模组及解决方案产业化项目;2、研发中心建设项目;3、补充流动资金。,20,-0.0979255643685174,-0.08246912904844628
002765.SZ,20220226,实施完成,,20230111,20230221,5.86,5.86,80.0,1、新能源汽车高精密传动齿轮及电机轴制造项目；2、车载、工控触控屏盖板玻璃扩产项目；3、补充流动资金。,24,-0.018987341772152,-0.06191423860977152
300217.SZ,20220426,实施完成,,20220804,20220928,2.98,2.98,80.0,1、年产50台高温高效电加热装备项目;2、年产2万吨锂电池预镀镍钢基带项目。,38,-0.11201079622132248,-0.07002621708395029
300752.SZ,20210826,实施完成,,20230526,20230616,10.02,3.0,80.0,1、中大尺寸Mini-LED显示模组智能制造基地项目,15,0.019253910950661757,0.0003125138047663789
603456.SH,20220805,实施完成,,20230110,20230119,25.0,25.0,80.0,1、瑞博(台州)制药有限公司创新药CDMO生产基地建设项目(一期工程)；2、瑞博(苏州)制药有限公司原料药CDMO建设项,7,0.07660263827817637,0.05308814220208147
300767.SZ,20220407,实施完成,,20220728,20220928,2.5,2.5,80.0,1、年产10万套智能阻尼器、1.5万套核电站用液压阻尼器及2.5万套配件项目(一期);2、震安科技股份有限公司研发中心建,43,-0.13862068965517238,-0.0714348602274929
601111.SH,20220803,实施完成,,20221227,20230116,150.0,150.0,80.0,1、引进22架飞机项目;2、补充流动资金。,13,-0.04147880973850315,-0.08068687122894891
603517.SH,20210803,实施完成,,20221215,20230106,11.8,11.8,80.0,"1、广东阿华食品有限责任公司年产65,700吨卤制肉制品及副产品加工建设项目;2、广西阿秀食品有限责任公司年产25,00",15,0.014411247803163496,0.017948699493038234
300092.SZ,20220730,实施完成,,20230208,20230306,5.81,5.81,80.0,1、高端过程装备智能制造项目;2、数字化升级及洁净化改造项目;3、氢能及特材研发中心建设项目;4、补充流动资金。,18,0.0060422960725075026,-0.021188954847577657
002738.SZ,20220524,实施完成,,20230310,20230412,30.0,30.0,80.0,1、春鹏锂业年产3.5万吨高纯锂盐项目;2、津巴布韦Bikita锂矿200万t/a建设工程;3、津巴布韦Bikita锂矿,22,0.01219166430394103,-0.01734951600381085
600995.SH,20211016,实施完成,,20221021,20221206,93.0,80.02,80.0,募集配套资金用于1、建设抽水蓄能电站和电化学储能电站;2、补充流动资金;3、偿还债务。,32,0.028590878148400334,-0.02699385114572561
002939.SZ,20210727,实施完成,,20220714,20220822,84.64,76.16,80.0,1、资本中介业务投入;2、证券投资业务投入;3、偿还债务。,27,-0.0032537960954448497,-0.002052729731529923
603995.SH,20220728,实施完成,,20230324,20230406,12.0,12.0,80.0,1、年加工22万吨精密不锈钢板带项目;2、年加工35万吨宽幅精密不锈钢板带技术改造项目;3、补充流动资金。,8,0.0,-0.014180372803707542
300597.SZ,20211108,实施完成,,20221103,20221128,2.32,2.13,80.0,1、政企数智化业务中心项目;2、“智慧食堂”产业化项目;3、智慧中台建设项目。,17,-0.03284671532846728,-0.05821278126297402
603229.SH,20220309,实施完成,,20221227,20230203,4.85,4.85,80.0,1、高端制剂国际化项目(一期);2、特色原料药及关键医药中间体产业化项目(二期);3、补充流动资金。,22,0.1132153149444215,0.055962264273901496
300121.SZ,20220319,实施完成,,20220721,20220905,2.85,2.85,80.0,1、3.6万吨绿色橡胶助剂建设项目;2、智能工厂建设及改造项目;3、补充流动资金。,32,-0.04021244309559935,-0.01858981302663798
601021.SH,20210605,实施完成,,20221114,20221202,35.0,30.0,80.0,1、购置9架空客A320系列飞机;2、购置1台A320飞行模拟机;3、补充流动资金。,14,0.05754573170731714,0.033171388036006944
688221.SH,20220430,实施完成,,20220718,20220920,2.7,2.0,80.0,用于FB2001研发项目中期分析阶段,45,-0.15094339622641506,-0.10860553272192186
300382.SZ,20210824,实施完成,,20220804,20220825,8.37,8.37,80.0,1、苏州铝瓶高速自动化生产线制造项目；2、常州电池壳生产项目；3、泰安设备产线基地建设项目；4、海南高端装备制造及研发中,15,0.12849162011173165,0.10860408376015962
601778.SH,20220721,实施完成,,20230112,20230223,29.97,29.97,80.0,1、金昌市金川区西坡300MW光伏发电项目；2、金塔县晶亮200MW光伏发电项目；3、广东农垦红十月农场300MW农光互,25,-0.05820105820105814,-0.09373215080959962
002960.SZ,20220419,实施完成,,20221028,20221122,17.87,17.87,80.0,1、青鸟消防安全产业园项目;2、绵阳产业基地升级改扩建项目;3、智慧消防平台建设项目;4、补充流动资金。,17,0.1395173453996983,0.0756910513800928
002386.SZ,20220623,实施完成,,20230306,20230407,20.0,20.0,80.0,1、年产10万吨磷酸铁锂正极材料生产项目;2、研发检测中心建设项目;3、偿还银行贷款。,23,-0.06754966887417224,-0.06912441115243251
002993.SZ,20210724,实施完成,,20220812,20220920,19.96,16.77,80.0,1、快充及大功率电源智能化生产基地建设项目;2、品牌建设及推广项目;3、研发中心升级项目;4、补充流动资金。,26,-0.15070883315158135,-0.10868991520441351
600328.SH,20210729,实施完成,,20221027,20221124,28.0,20.22,80.0,用于收购发投碱业100%股权,20,0.03881578947368425,0.0030353160417597724
600733.SH,20220716,实施完成,,20230505,20230525,80.0,60.45,80.0,1、面向场景化产品的滑板平台开发项目;2、整车产品升级开发项目;3、研发与核心能力建设项目;4、补充流动资金。,14,0.01338432122370925,0.05556322473493114
600728.SH,20220226,实施完成,,20221228,20230130,33.14,18.27,80.0,用于1、数字孪生核心技术及开放平台研发项目;2、新一代轨道交通数字化系统研发及产业化项目;3、面向车路协同的新一代交通数,17,0.09532710280373857,0.034378597798724764
002053.SZ,20220302,实施完成,,20220824,20220921,18.66,18.66,80.0,1、曲靖市通泉风电场项目;2、会泽县金钟风电场一期工程项目;3、红河州永宁风电场项目。,19,-0.11549707602339188,-0.08768210624482276
688133.SH,20210706,实施完成,,20220810,20220830,10.23,10.04,80.0,1、泰坦科技生命科学总部园项目;2、补充流动资金项目。,14,-0.026953642384105803,-0.026109498621308735
002264.SZ,20210330,实施完成,,20220726,20220816,1.7,1.7,80.0,用于1、品牌营销服务一体化建设项目;2、仓储物流建设项目;3、研发中心建设项目。,15,0.06227106227106227,0.06212552147944561
300473.SZ,20220428,实施完成,,20220705,20220818,2.5,2.5,80.0,1、汽车电子(智能电控系统)产业化项目；2、归还银行贷款。,32,0.27057497181510715,0.3196068417294422
300775.SZ,20220223,实施完成,,20221222,20230117,20.46,16.83,80.0,1、航空精密模锻产业深化提升项目;2、航空精密模锻产业深化提升项目;3、航空数字化集成中心项目;4、补充流动资金。,17,0.024924678170364478,-0.029055728911778544
603507.SH,20200707,实施完成,,20220824,20220922,5.72,5.72,80.0,1、8MW及以上风力发电机零部件项目;2、光伏支架大件零部件生产线建设项目;3、切割下料中心建设项目;4、研发升级建设项,20,-0.08287444933920685,-0.051517902933266524
002472.SZ,20211028,实施完成,,20220926,20221102,19.89,19.88,80.0,用于补充流动资金或偿还银行贷款,22,0.009624639076034391,0.025712133889805644
300903.SZ,20220427,实施完成,,20220630,20220825,1.5,1.5,80.0,用于江西科翔Mini LED用PCB产线建设项目,40,0.0007087172218283033,0.047678628679198365
688071.SH,20220702,实施完成,,20230412,20230426,6.95,5.66,80.0,1、新能源汽车动力总成高性能测试中心建设项目;2、智能驾驶测试中心建设项目;3、德国新能源汽车测试中心建设项目;4、组合,10,-0.1080211880438895,-0.09078308103303234
300264.SZ,20210812,实施完成,,20230110,20230213,0.94,0.94,80.0,1、面向5G应用的超高清视频云平台建设项目(一期);2、补充流动资金。,19,0.20983606557377055,0.16759970202904495
300636.SZ,20220702,实施完成,,20230705,20230727,11.0,8.0,80.0,1、江西同和药业股份有限公司二厂区部分车间、装置新、改、扩项目二期工程;2、补充流动资金。,16,-0.05781758957654726,-0.05597931112293941
600900.SH,20211211,实施完成,,20230329,20230424,160.97,160.97,80.0,募集配套资金用于支付本次交易现金对价,17,0.01496138996139007,0.004005465351042403
600587.SH,20211231,实施完成,,20230208,20230227,12.84,12.84,80.0,1、基于柔性加工生产线的智能制造及配套项目;2、高端精密微创手术器械生产扩建项目;3、制药小容量制剂智能化生产装备产业化,13,0.08267270668176674,0.07405657721238001
300120.SZ,20201226,实施完成,,20230329,20230425,10.31,7.15,80.0,用于射频模组芯片研发及产业化项目、补充流动资金,18,0.019073569482288777,0.01132802508023878
688630.SH,20220902,实施完成,,20230719,20230804,7.98,7.98,80.0,1、直写光刻设备产业应用深化拓展项目;2、IC载板、类载板直写光刻设备产业化项目;3、关键子系统、核心零部件自主研发项目,12,-0.09373565855897203,-0.11833437243943323
688256.SH,20220701,实施完成,,20230330,20230413,16.72,16.72,80.0,1、先进工艺平台芯片项目；2、稳定工艺平台芯片项目；3、面向新兴应用场景的通用智能处理器技术研发项目；4、补充流动资金。,9,0.06757524134014758,0.049200257807083814
300128.SZ,20211214,实施完成,,20231017,20231110,7.38,7.38,80.0,1、高性能石墨烯散热膜生产基地建设项目;2、补充流动资金。,18,0.06708595387840677,0.08272072628117622
300756.SZ,20211204,实施完成,,20230704,20230807,2.75,2.75,80.0,1、华中区域总部及大型游乐设施研发生产运营基地项目(一期);2、补充流动资金。,24,-0.052008238928939354,-0.0588182107669748
300395.SZ,20220427,实施完成,,20221124,20230217,3.0,3.0,80.0,1、半导体用石英玻璃材料扩产项目;2、新材料研发项目;3、补充流动资金;,55,-0.1610691049762616,-0.19612353178187047
000983.SZ,20210820,实施完成,,20230417,20230515,44.0,44.0,80.0,募集配套资金用于1、沙曲一二号煤矿智能化项目;2、沙曲一二号煤矿瓦斯综合开发利用项目;3、支付本次交易的现金对价;4、偿,17,0.03346080305927335,0.05683267192921293
603683.SH,20210526,实施完成,,20230711,20230727,4.36,4.36,80.0,"1、年产OCA光学膜胶带2,600万m2、硅胶保护膜2,100万m2、离型膜4,000万m2项目;2、年产6,800万平",12,-0.12003179650238471,-0.1187472178738519
002281.SZ,20211113,实施完成,,20230220,20230403,15.73,15.73,80.0,1、高端光通信器件生产建设项目;2、高端光电子器件研发中心建设项目。,30,0.2837465564738293,0.28138744928065473
000552.SZ,20220425,实施完成,,20231116,20231213,30.0,20.0,80.0,募集配套资金用于1、红沙梁矿井及选煤厂项目;2、红沙梁露天矿项目;3、补充上市公司流动资金。,19,-0.01273885350318471,0.014585145214672579
688266.SH,20211126,实施完成,,20230410,20230421,14.55,12.0,80.0,1、新药研发项目;2、新药研发生产中心三期工程建设项目;3、补充流动资金。,9,-0.019926586261143187,-0.01574050590971887
301012.SZ,20221126,实施完成,,20230706,20230801,5.1,5.1,80.0,1、新型高效节能输配电设备数字化建设项目；2、储能及新能源箱式输变电系列产品智能制造项目；3、补充流动资金。,18,-0.014584154513204717,-0.04014801996093831
603612.SH,20220517,实施完成,,20230406,20230505,6.84,6.84,80.0,募集配套资金用于1、补充流动资金；2、补充流动资金；,18,-0.15714285714285703,-0.16267211668601034
605050.SH,20211116,实施完成,,20221214,20230109,6.5,6.5,80.0,用于新能源汽车板生产基地项目、新能源汽车铝压铸建设项目、补充流动资金,17,-0.0495333811916725,-0.04940146855346317
300806.SZ,20210210,实施完成,,20221202,20221228,5.0,5.0,80.0,用于精密离型膜建设项目、偿还银行贷款项目,18,-0.10470809792843705,-0.08477339554378671
000701.SZ,20220630,实施完成,,20230607,20230630,7.09,7.09,80.0,1、RFID电子标签新建项目;2、信息科技研发中心建设项目;3、新能源车经营网点建设项目;4、4S店升级改造项目;5、集,15,0.02782071097372496,0.026439310864255994
300638.SZ,20210713,实施完成,,20230616,20230725,1.7,1.7,80.0,募集配套资金用于标的公司项目建设投资及补充流动资金,25,-0.05174644243208304,-0.03947694683820413
688698.SH,20221118,实施完成,,20230911,20230926,10.0,7.89,80.0,1、数字化生产基地建设项目;2、苏州技术研发中心(二期)建设项目;3、信息化建设及智能化仓储项目;4、补充流动资金。,11,0.07462686567164178,0.0886582778923608
